Timestamp(ms),Current(uA),D0-D7
8210,24985.027,00000000
8211,22277.723,00000000
8212,18103.836,00000000
8213,20953.936,00000000
8214,24920.105,00000000
8215,22170.660,00000000
8216,17882.109,00000000
8217,21037.107,00000000
8218,24940.680,00000000
8219,22183.518,00000000
8220,18086.348,00000000
8221,20995.682,00000000
8222,24903.346,00000000
8223,22082.373,00000000
8224,17966.166,00000000
8225,21015.896,00000000
8226,24930.664,00000000
8227,22088.826,00000000
8228,18072.121,00000000
8229,21120.900,00000000
8230,24900.568,00000000
8231,22052.752,00000000
8232,17979.100,00000000
8233,21119.557,00000000
8234,25030.736,00000000
8235,22077.252,00000000
8236,18070.309,00000000
8237,21213.527,00000000
8238,24908.131,00000000
8239,22003.049,00000000
8240,17914.986,00000000
8241,21200.670,00000000
8242,24973.568,00000000
8243,21974.328,00000000
8244,18029.535,00000000
8245,21234.400,00000000
8246,24979.904,00000000
8247,21862.369,00000000
8248,17975.979,00000000
8249,21320.738,00000000
8250,24978.871,00000000
8251,21911.459,00000000
8252,17999.375,00000000
8253,21291.238,00000000
8254,24954.629,00000000
8255,21868.021,00000000
8256,17919.584,00000000
8257,21352.467,00000000
8258,24888.230,00000000
8259,21745.180,00000000
8260,17963.758,00000000
8261,21384.139,00000000
8262,24986.984,00000000
8263,21735.611,00000000
8264,17956.619,00000000
8265,21403.605,00000000
8266,24944.484,00000000
8267,21670.059,00000000
8268,17955.693,00000000
8269,21532.992,00000000
8270,25029.961,00000000
8271,21679.383,00000000
8272,18002.320,00000000
8273,21510.273,00000000
8274,24935.828,00000000
8275,21649.996,00000000
8276,17941.031,00000000
8277,21537.338,00000000
8278,24924.313,00000000
8279,21619.164,00000000
8280,17969.152,00000000
8281,21538.535,00000000
8282,25002.750,00000000
8283,21413.438,00000000
8284,17990.158,00000000
8285,21595.902,00000000
8286,24903.656,00000000
8287,21615.924,00000000
8288,17979.799,00000000
8289,21662.934,00000000
8290,25026.170,00000000
8291,21305.818,00000000
8292,17889.211,00000000
8293,21688.527,00000000
8294,24939.439,00000000
8295,21447.605,00000000
8296,18022.834,00000000
8297,21693.361,00000000
8298,24966.977,00000000
8299,21238.592,00000000
8300,17963.422,00000000
8301,21780.875,00000000
8302,24934.537,00000000
8303,21312.102,00000000
8304,17956.703,00000000
8305,21714.750,00000000
8306,24957.629,00000000
8307,21213.877,00000000
8308,17995.273,00000000
8309,21874.047,00000000
8310,24946.006,00000000
8311,21320.590,00000000
8312,18088.537,00000000
8313,21929.752,00000000
8314,24943.859,00000000
8315,21058.189,00000000
8316,18033.527,00000000
8317,21941.596,00000000
8318,24987.037,00000000
8319,21225.375,00000000
8320,18156.355,00000000
8321,21909.139,00000000
8322,24997.932,00000000
8323,20990.068,00000000
8324,18030.801,00000000
8325,22000.965,00000000
8326,24890.768,00000000
8327,21170.195,00000000
8328,18118.209,00000000
8329,21993.518,00000000
8330,24919.402,00000000
8331,20943.590,00000000
8332,18128.240,00000000
8333,22065.039,00000000
8334,24960.422,00000000
8335,21184.957,00000000
8336,18123.529,00000000
8337,22157.814,00000000
8338,24922.855,00000000
8339,20856.656,00000000
8340,18123.316,00000000
8341,22211.133,00000000
8342,25031.625,00000000
8343,21089.107,00000000
8344,18097.316,00000000
8345,22237.174,00000000
8346,24868.457,00000000
8347,20843.445,00000000
8348,18114.313,00000000
8349,22184.586,00000000
8350,24890.271,00000000
8351,20959.238,00000000
8352,18112.018,00000000
8353,22323.426,00000000
8354,24996.918,00000000
8355,20903.502,00000000
8356,18102.801,00000000
8357,22276.982,00000000
8358,24938.223,00000000
8359,20833.578,00000000
8360,18204.260,00000000
8361,22307.412,00000000
8362,24931.432,00000000
8363,17632.303,00000000
8364,14273.534,00000000
8365,13026.249,00000000
8366,12608.063,00000000
8367,12427.960,00000000
8368,12346.460,00000000
8369,12341.307,00000000
8370,12316.956,00000000
8371,12321.144,00000000
8372,12329.133,00000000
8373,12328.649,00000000
8374,12325.880,00000000
8375,12301.784,00000000
8376,12301.718,00000000
